Topic,Count,Name,Representation,Representative_Docs
487,17,487_newprofilepic_3v5guhygog_gsdipfcyfc_6dxyd1jsjz,"['newprofilepic', '3v5guhygog', 'gsdipfcyfc', '6dxyd1jsjz', '5gdgbnmxnv', 'cdygdhd0ok', 'chargeall4', 'chicanxsconblacklivesmatter', '4vgssxt0rb', 'stldvmfwhe']","['newprofilepic blacklivesmatter https://t.co/stldvmfwhe', 'blacklivesmatter blacklivesmatter newprofilepic https://t.co/pnqnpu5ych', 'chicanxsconblacklivesmatter blacklivesmatter newprofilepic https://t.co/cdygdhd0ok']"
488,17,488_sayhisname_saytheirnames_sayhername_hisnamewasgeorgefloyd,"['sayhisname', 'saytheirnames', 'sayhername', 'hisnamewasgeorgefloyd', 'stepuppalmdale', 'valeriewertlow', 'myagent', 'hayesgardner', 'blackrepresentationmatters', 'tjagency']","['saytheirnames myagent blackrepresentationmatters @tjagency', 'blacklivesmatter sayhername saytheirnames', 'sayhername sayhisname saytheirnames blacklivesmatter']"
489,16,489_nominated_nobel_prize_1939,"['nominated', 'nobel', 'prize', '1939', 'peace', 'loudobbs', 'demanded', 'adolph', '09ckxewd1e', 'avaqtkvptj']","['trump was nominated for a nobel peace prize... so was mussolini in 1935 and hitler in 1939... 🤷', '@ivankatrump adolph hitler was once nominated for the nobel peace prize.', 'just a quick reminder that in 1939, adolf hitler was nominated for a nobel peace prize.']"
490,16,490_46_seconds_minutes_mins,"['46', 'seconds', 'minutes', 'mins', 'light', 'flashlights', 'shining', 'sky', 'pm', 'secs']","['8 minutes and 46 seconds is a long time. a long time. georgefloydmemorial justiceforgeorgefloyd blacklivesmatter', 'raising my light up in the air for 8 mins and 46 seconds was powerful! georgefloyd blacklifematters', '8 minutes. 46 seconds.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\nicantbreathe blacklivesmatter justiceforgeorgefloyd']"
491,16,491_saytheirnames_lahopedealer_m0j5yqpyvu_dhwtjbaqv5,"['saytheirnames', 'lahopedealer', 'm0j5yqpyvu', 'dhwtjbaqv5', 'b1szorludq', 'eff8es7e4t', '54n71r', '4aexdrsynp', 'gi5svpcdyp', 'hnitp7s5ll']","['@54n71r to get you started saytheirnames \n\nhttps://t.co/hnitp7s5ll', 'there have been three others !! saytheirnames !!!\n\nhttps://t.co/sws4uhdqnh\n\nhttps://t.co/4aexdrsynp\n\nhttps://t.co/my2xnewyw3', 'a dove and beyond!\n🖤🕊@coriemattie\nlahopedealer\nkellybalchphoto lahopedealer blm melrose blmla @ melrose avenue https://t.co/txqlfojc7s']"
492,16,492_power_blackpower_knowledge_0qddqicudv,"['power', 'blackpower', 'knowledge', '0qddqicudv', 'attcyzgjes', 'bs0uf9oc3t', 'bbnaijalockdown2020', 'betwaygameon', 'zen4c4z2n6', 'cjep0dvqjd']","['black power 🖤 blackpower pride2020\nlamarch https://t.co/0qddqicudv', 'african magic and power vbank bbnaijalockdown2020 betwaygameon blacklivesmatter covid19 hushpuppy hushpuppi… https://t.co/cjep0dvqjd', '@cnni @stcollinson well we can’t seem to get along a little bit of both black power and white power . whole lot of… https://t.co/oycxlcdkxm']"
493,16,493_guilty_akbqo4e6vs_dndlibaczx_justiceforallblacklives,"['guilty', 'akbqo4e6vs', 'dndlibaczx', 'justiceforallblacklives', 'counts', 'floydtrial', 'justicematters', 'cargos', 'sentencing', 'culpable']","['guilty!!!!!!! blacklivesmatter', 'guilty!!\nblacklivesmatter', 'guilty!!!! blacklivesmatter']"
494,16,494_noose_carnal_splatter_gallo,"['noose', 'carnal', 'splatter', 'gallo', 'erect', 'tatted', 'mattering', 'understands', 'controversial', 'matter']","['niggas went from black lives matter to look at his blood splatter', 'aye life’s a risk carnal - el gallo negro', 'imagine thinking that black lives matter is a controversial statement but it’s cool to erect a noose lmfao 🤡']"
495,16,495_freeway_blocker_seattle_shoots,"['freeway', 'blocker', 'seattle', 'shoots', 'driven', 'x0qpexb5er', 'driver', 'pepper', 'car', 'spray']","['cops re-thinking protest rules after car driven by black man kills white seattle blm freeway blocker… https://t.co/o5fsbydvmw', 'cops re-thinking protest rules after car driven by black man kills white seattle blm freeway blocker https://t.co/x0qpexb5er', 'cops re-thinking protest rules after car driven by black man kills white seattle blm freeway blocker https://t.co/x0qpexb5er']"
496,16,496_voteoutstupidtrump_voteforbiden_westminster_harris,"['voteoutstupidtrump', 'voteforbiden', 'westminster', 'harris', '2020', 'california', 'r6rfwzkhp4', 'rkk033ryno', 'bssupcfa8b', '6laevxlxkm']","['blacklivesmatter voteoutstupidtrump voteforbiden-harris 2020 @ westminster, california https://t.co/bssupcfa8b', 'blacklivesmatter voteoutstupidtrump voteforbiden-harris 2020 @ westminster, california https://t.co/hqutogg4wl', 'blacklivesmatter voteoutstupidtrump voteforbiden-harris 2020 @ westminster, california https://t.co/yt6fadeezy']"
497,16,497_mattciaglia_important_blacklivesmatter_should,"['mattciaglia', 'important', 'blacklivesmatter', 'should', 'know', 'about', 'that', 'this', 'is', '']","['🖐. blacklivesmatter', 'this is important blacklivesmatter', '@mattciaglia should know about that. blacklivesmatter']"
498,16,498_mayor_york_nyc_progressive,"['mayor', 'york', 'nyc', 'progressive', '8ocjqcizuv', 'durkan', 'rolfe', 'nbk2nlzkqr', 'rcuo5ilu0y', 'overwhelms']","['but at least the mayor painted a blm mural: wave of violence overwhelms nyc. contrary to what bill d… https://t.co/bzpsmpyhdq', ""@asheborn57 another ignorant progressive mayor that pandered to blm until they threatened his family's safety.  joi… https://t.co/jrpuhsswgx"", ""nothing but the truth\nnew york mayor\nnyc mayor's proposal\nto honor blm whom\ndistinguised them\nselves by nameing a\ns… https://t.co/wfa6lzqty8""]"
499,16,499_thread_read_pensionspaysettlements_memorymatters,"['thread', 'read', 'pensionspaysettlements', 'memorymatters', 'historymatters', 'cackling', 'powerupgetreadytobattle', 'bookmark', 'threads', 'bhm']","['read this thread. blacklivesmatter', 'the thread‼️‼️ blacklivesmatter', 'thread! blacklivesmatter']"
500,16,500_patriots_yvu29qhsqz_dqfyi88l3l_arfppofiqm,"['patriots', 'yvu29qhsqz', 'dqfyi88l3l', 'arfppofiqm', 'xwcckysvav', 'neworleanssaints', 'yrvqvoqoxu', 'ukdk0wendj', 'berna', 'caugh']","['patriots retweet~\n🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸savethechildrenworldwide from illuminati banker to heroic whistleblower:  ronald berna… https://t.co/yvu29qhsqz', 'who do you think has more buying power antifa and blm or us patriots?', '@baligubadle1 need many more patriots like those guys....fuck blacklivesmatter']"
501,16,501_filipino_filipinosforblacklives_filipinos_suad,"['filipino', 'filipinosforblacklives', 'filipinos', 'suad', 'philippines', 'offended', 'dad', 'passing', 'ang', '6w3odghwrd']","['i tried to educate my family about blm and my dad got offended and said that filipino lives matter too and continue… https://t.co/rxwpsrthta', 'my non-passing filipino ass when suad drags them for being anti-black https://t.co/6uzekpfmrg', 'my non-passing filipino ass when suad be dragging them cuz they anti-black https://t.co/tqtqvbem8r']"
502,16,502_martyr_larrymantle_npr_sacrifice,"['martyr', 'larrymantle', 'npr', 'sacrifice', 'shocked', 'died', '44992l5rmx', 'unjustifiable', 'empleado', 'qtn2kgkia0']","['@lorneskin66 @gtconway3d intervened. but it was  meant for georgefloyd to die because he is now a martyr. everyon… https://t.co/uiqunb6duw', 'lo qué pasó con georgefloyd es inhumano , esto jamás debió pasar en pleno siglo xxi cuando creíamos que la vida de… https://t.co/izrfyrdojj', 'estos hombres se burlan de la muerte de georgefloyd el que se ve hincado es jamesdemarco empleado de fedex y fue… https://t.co/44992l5rmx']"
503,16,503_mpd_subdue_restraint_method,"['mpd', 'subdue', 'restraint', 'method', '120', 'approved', 'neck', 'knee', 'breaking', '11']","['....""™11+:120🛌🦅🍂breaking: the knee-on-neck method of restraint used to subdue george floyd was approved under mpd\'s… https://t.co/aphyeqpgsz', '....""™©✓11+:120🛌🦅🍂breaking: the knee-on-neck method of restraint used to subdue george floyd was approved under mpd… https://t.co/h1j5yfzhnq', '....""™©✓11+:120🛌🦅🍂breaking: the knee-on-neck method of restraint used to subdue george floyd was approved under mpd… https://t.co/ha0iv0dicj']"
504,16,504_justicereform_justiceforbreonna_justiceforjacobblake_cnle4u4iey,"['justicereform', 'justiceforbreonna', 'justiceforjacobblake', 'cnle4u4iey', 'sfmfguizcv', 'alyssamjulian', 'justiceforbreonnataylor', 'justicelanow', 'justiceforbreonataylor', 'chauvinisguilty']","['justicereform blm', 'this is all systematic! justicereform blm fucktrump', 'it’s this kinda energy i’m interested in breonnatalyor blm justiceforbreonna https://t.co/sfmfguizcv']"
505,16,505_anaheim_peaceful_protest_yl,"['anaheim', 'peaceful', 'protest', 'yl', 'ksjthlmsyz', 'rtddr3nvdf', 'rg2tbtitpl', 'uzlln2arra', 'sunse', 'qqsuo79nfd']","['peaceful protest in anaheim, ca yesterday blacklivesmatter https://t.co/lercckxwvo', 'blm protest in anaheim, ca. blacklivesmatter blm protest peaceful ripgeorgefloyd makechangehappen @ anaheim,… https://t.co/nv54h3e2jy', 'a peaceful protest in anaheim today blacklivesmatter protest anaheim https://t.co/lph8irkjj9']"
506,15,506_twink_femboy_gayboy_onlyfans,"['twink', 'femboy', 'gayboy', 'onlyfans', 'jock', 'gay', 'fem', 'porn', 'bisexual', 'bigcock']","['my fav everyday undies:) dm me to talk❤️twink bi bisexual femboy jock gay butt femdom findom mistress… https://t.co/gnnn91z9uc', 'smooth bottom gay lgbtq femboy hole porn onlyfans onlyfansblackfriday gayboy butt ass nude xxx https://t.co/oxye4tbmfl', 'big cock in my tiny boy hole 🤤 bigcock twink slut gay gayboy fag sissy fem of onlyfans onlyfags porn… https://t.co/0yvnhqtwej']"
507,15,507_muslims_camps_concentration_nations,"['muslims', 'camps', 'concentration', 'nations', 'china', 'united', 'zaynmalik', 'forcfully', 'vqdfzhfs9b', 'iveenakhan']","['united nations: justice for muslims in chinese concentration camps - sign the petition! https://t.co/fvkhvtarxy via @change', 'china hold muslims in concentration camps  but ok', 'china’s still got muslims in concentration camps']"
508,15,508_indicts_grand_jury_fatal,"['indicts', 'grand', 'jury', 'fatal', 'charges', 'officer', 'criminal', 'kentucky', 'fatally', 'shooting']","['breaking: grand jury indicts only  1 officer on criminal charges six months after breonna taylor was fatally shot b… https://t.co/q7hqiyfryj', 'kentucky grand jury indicts 1 of 3 officers in fatal breonna taylor police shooting', 'breaking: grand jury indicts only  1 officer on criminal charges six months after breonna taylor was fatally shot b… https://t.co/q7hqiyfryj']"
509,15,509_mayor_frey_jacob_5hrjixdm7o,"['mayor', 'frey', 'jacob', '5hrjixdm7o', 'dqbuushrzt', 'b4fkyus1s4', 'barrgate', 'barrresign', '6hody1jypo', 'biggodvysn']","['justice for breonna taylor\n\ncall the mayor of louisville! \ndemand he defund the lmpd or else resign for not represe… https://t.co/obysvhjhgo', 'open smartnews and read ""house approves george floyd justice in policing act"" here: https://t.co/wgzrzpnlsn \nto rea… https://t.co/lydbj7dr4t', '“there is no justice coming out of billbarr’s justice department. he should resign.” @senkamalaharris \n\nahmaudarbery barrresign barrgate']"
510,15,510_bre_days_great_long,"['bre', 'days', 'great', 'long', 'since', 'today', 'tuesday', 'april', 'murdered', 'day']","['today is tuesday, may 11th. it’s been 424 long days since breonnataylor was murdered.\n\ntoday’s a great day for bre… https://t.co/ngduzndbgi', 'today is tuesday, june 1st. it’s been 445 long days since breonnataylor was murdered.\n\ntoday’s a great day for bre… https://t.co/x8odarl2zx', 'today is friday, april 2nd. it’s been 385 long days since breonnataylor was murdered.\n\ntoday’s a great day for bre… https://t.co/gnigsi8bb3']"
511,15,511_osakamatters_mentalhealthmatters_osaka_naomi,"['osakamatters', 'mentalhealthmatters', 'osaka', 'naomi', 'advocate', 'right', 'has', 'own', 'qik4nuq9pk', 'vhbuyndlfw']","['@guardian mentalhealthmatters\xa0 blacklivesmatter\xa0 osakamatters  naomi osaka has the right to advocate for her own… https://t.co/qik4nuq9pk', '@espn mentalhealthmatters\xa0 blacklivesmatter\xa0 osakamatters  naomi osaka has the right to advocate for her own men… https://t.co/vhbuyndlfw', '@nytimes mentalhealthmatters blacklivesmatter osakamatters  naomi osaka has the right to advocate for her own me… https://t.co/faf6ttnvsg']"
512,15,512_guilty_0t7sxxpebp_c1wsbtiydh_38xijmsenw,"['guilty', '0t7sxxpebp', 'c1wsbtiydh', '38xijmsenw', 'vllvx4vzs2', 'tytyty', 'szrmce2oms', 'restinjustice', 'gwvhsakws2', 'ecs2zrkhzv']","['1. guilty. 2. guilty. 3. guilty. \nyes❗️ georgefloyd https://t.co/c1wsbtiydh', 'yooooo! guilty guilty guilty\n\nrip george floyd', 'guilty guilty guilty ! on all counts !!! blm']"
513,15,513_teddyblaze_defiantart_theteddyblaze_36,"['teddyblaze', 'defiantart', 'theteddyblaze', '36', 'tshirt', 'classic', 'designed', 'bubbawallace', 'facemask', 'nascar']","['now only $36 ---\nthe classic defiantart dontkneelonme icantbreathe tshirt by teddyblaze @theteddyblaze $36 (d… https://t.co/jwvelfgh7j', 'now only $36 ---\nthe classic defiantart icantbreathe tshirt by teddyblaze @theteddyblaze $36 (designed by the… https://t.co/9elqt11kxp', 'now only $36 ---\nthe classic defiantart blackandproud blackpower tshirt by teddyblaze @theteddyblaze $36 (des… https://t.co/omxoskgdba']"
514,15,514_mlkday_mlk_tomorrow_wearorange,"['mlkday', 'mlk', 'tomorrow', 'wearorange', 'armsouthbayla', 'apgdq9ikqm', 'calvintoney', '4lautjwuss', '3gj8erovcb', '44e2efqfgl']","['mlk mlkday blm https://t.co/jahwbyupo8', 'sums up the week. blm wearorange gunviolenceawarenessday (yesterday) piertopier https://t.co/3gj8erovcb', 'mlkday mlk mlkday2021 blm https://t.co/mvbbfrmnli']"
515,15,515_peacefulprotests_peacefulprotest_malibu_blacklivesmovement,"['peacefulprotests', 'peacefulprotest', 'malibu', 'blacklivesmovement', 'realfreedom', 'qhdgegzpb2', 'fzyuljgcvz', 'dubxgexuco', 'gdhipj4mnt', 'cymf2ifvp9']","['even up malibu blm blacklivesmovement was under full display in peace bigupsmalibublm @ malibu, california https://t.co/avn93kzll5', 'join me unfollow novoice silence blacklivesmatter \ntheworldiswatching peacefulprotests https://t.co/yjjyo40zsw', 'actions speak louder than words\nrideforjustice peacefulprotest blacklivesmatter blm leimertpark bikela… https://t.co/mvygldtqa0']"
516,15,516_glsen_axesgroundinte1_glaad_blacker,"['glsen', 'axesgroundinte1', 'glaad', 'blacker', 'scottpresler', 'brandonstraka', 'breland', 'ba3bljjhem', 'z7a7nuk9jk', 'calziyhwqm']","[""tony thompson...\n\nif only hi-five and kappa alpha psi weren't always backed into a corner like young, negro crimina… https://t.co/z7a7nuk9jk"", '@axesgroundinte1 @brandonstraka @glaad @glsen @scottpresler this jigga has made millions ‘thinking’ he was blacker… https://t.co/iv9sbltoqw', '@axesgroundinte1 @brandonstraka @glaad @glsen @scottpresler this jigga has made millions ‘thinking’ he was blacker… https://t.co/5mabf3dccw']"
517,15,517_georgefloydmurder_justiceforgeorgefloyd_justiceforgoergefloyd_georgefloydact,"['georgefloydmurder', 'justiceforgeorgefloyd', 'justiceforgoergefloyd', 'georgefloydact', 'justiceforahmaudarbery', 'justiceinpolicingact', 'icantbreatheagain', 'justiceforgeorgeflyod', 'justiceforbreonnataylor', 'stated']","['blacklivesmatter georgefloydmurder justiceforgeorgefloyd justiceforbreonnataylor blm icantbreath', 'blacklivesmatter georgefloydmurder justiceforgeogefloyd justiceforbreonnataylor justiceforahmaudarbery', 'blacklivesmatter georgefloydmurder justiceforbreonnataylor justiceforahmaudarbery']"
518,15,518_evening_ending_goodnight_night,"['evening', 'ending', 'goodnight', 'night', 'note', '2oqmigrf4k', 'u3rl3g6erg', 'tors', 'slaanesh', 'corvpkhqqr']","['ha ! ending my evening on a pleasant note !  🎶   blacklivesmatter 🖐', 'beautiful !  ending my evening on a nice note. 🎶.  blacklivesmatter 🎈', 'ending my evening on good news. blacklivesmatter']"
519,15,519_hundreds_including_several_americans,"['hundreds', 'including', 'several', 'americans', 'amp', 'lie', 'aua8xnf0ao', '9zievvd83h', '3rwvavemhc', 'ywgr8vz2pg']","['...the blm  l i e  continues, hundreds &amp; hundreds &amp; hundreds &amp; hundreds of black americans, including several black… https://t.co/aua8xnf0ao', '...this is the blm lie! hundreds &amp; hundreds &amp; hundreds &amp; hundreds of black americans, including several black child… https://t.co/9zievvd83h', '…the blm  l i e!!! hundreds &amp; hundreds &amp; hundreds &amp; hundreds of black americans, including several black children s… https://t.co/ywgr8vz2pg']"
520,15,520_blackhistorymonth_blackhistory_itself_l9xksms5nn,"['blackhistorymonth', 'blackhistory', 'itself', 'l9xksms5nn', '7sklpldtcv', 'arsnyz9mlg', 'youareenough', 'cuk7mdscef', 'fjaugen', 'gectzwt5bv']","['blackhistorymonth blacklivesmatter https://t.co/gectzwt5bv', 'blackhistorymonth blacklivesmatter\nhttps://t.co/vyef6hzrhb', 'blackhistorymonth blacklivesmatter blm\nhttps://t.co/rwga2ezoxy']"
521,15,521_thehunters_loans_50k_shouldnt,"['thehunters', 'loans', '50k', 'shouldnt', 'offend', 'afford', 'bury', 'rather', 'ate', 'tip']","['“i’d rather offend my white friends than bury my black friends.” \n\nthis!!!!! \nblacklivesmatter', '“but if you can’t afford to tip you shouldnt go out “ - signed, a negro with $50k credit card debt, car loans and p… https://t.co/tfdoawdjhv', '“but if you can’t afford to tip you shouldnt go out “ - signed, a negro with $50k credit card debt, car loans and p… https://t.co/ekbh05tnqz']"
522,14,522_apple_tree_fall_dsun4b8pia,"['apple', 'tree', 'fall', 'dsun4b8pia', 'fw0c2iiqhi', 'cya', 'vexidywwvn', 'wzyykcfsa5', 'jda28pbij1', 'lj731ln8t0']","['apple really just said translivesmatter with their new apple watch pride faces 😭💞👏 appleevent', 'apple needs to tell antifa and blm to fuck off now.', 'well you can’t blame all for 1 bad apple blacklivesmatter']"
523,14,523_yrg62qg0ve_augustkat81_ux3jjd8ifq_ihpesdrwem,"['yrg62qg0ve', 'augustkat81', 'ux3jjd8ifq', 'ihpesdrwem', 'thvwv04hye', 'jrob09231', 'annestavrica', 'keithurban', 'complexities', 'npnuhmdlqu']","['@bigaldeville @ktla no i understand the complexities of politics, but the blm movement caused no atrocities against… https://t.co/ux3jjd8ifq', '@augustkat81 @brucewathetruth @realbrysongray @realdonaldtrump because they don’t have antifa and blm protests ther… https://t.co/r6ws3ihwok', '@annestavrica @bikesnobnyc there’s a little more nuance to the blm movement than that. this overview from politifac… https://t.co/dfrdp4y9cv']"
524,14,524_rest_power_ron_infuriating,"['rest', 'power', 'ron', 'infuriating', '1rosttaeie', 'ol4ekceziq', 'tqcd3qqau7', 'wemarchoninspired', 'w4mjgztw5l', '7ve8pmau6p']","['heartbreaking. infuriating. \n\nrest in power georgefloyd \n\nblacklivesmatter https://t.co/1rosttaeie', 'george floyd 🕊 rest in power', 'rest in power, georgefloyd. \n\nblacklivesmatter 👊🏾👊🏽👊🏿']"
525,14,525_femboy_femboys_0w0_diamondupree,"['femboy', 'femboys', '0w0', 'diamondupree', 'digbysfucked', 'b0ymariposa', 'anniegaiia', 'notragebinder', 'secksyfag', 'drexthepunished']","['@hellperp femboys 711', ""@fennergy and now i'm a femboy fennec.\n2025 i'm calling it"", '@haki_the_lolf @fleurfurr i so hekkin love being a femboy hooter employee 0w0']"
526,14,526_pedophile_pedophiles_perverted_sick,"['pedophile', 'pedophiles', 'perverted', 'sick', 'narcissistic', 'rapist', 'c7mwxzf4mj', 'shamers', 'sowa9axptv', 'sswucbwgpq']","['@johnpodesta you sick pedophile illuminati pedowood epstein hillaryclinton obama childtrafficking marinaabramovic', 'wtf lolsurprise you pedophile fucks! loldolls are created by illuminati pedophiles to program our children. h… https://t.co/t1kbjcu1ox', '@mattgaetz @mtgreenee you are a perverted sick pedophile. and mrs. greenee could care less because she is sick hers… https://t.co/ucojqlyozm']"
527,14,527_unheard_language_riot_mlk,"['unheard', 'language', 'riot', 'mlk', 'luther', 'jr', 'martin', 'koalapeter89', 'io4ly12c7h', 'b8knl9lhal']","['“a riot is the language of the unheard” georgefloyd justiceforgeorgefloyd', '“a riot is the language of the unheard.” -mlk blm', '“a riot is the language of the unheard” - mlk georgefloyd']"
528,14,528_blackpower_power_dibs_dweller,"['blackpower', 'power', 'dibs', 'dweller', 'cq7wfwdnrl', 'tatt', 'armored', 'mixtape', 'activate', 'metal']","['blackpower', 'blackpower', 'blackpower']"
529,14,529_hashtag_19uilmshis_3jztnle34y_5x6qoja8wu,"['hashtag', '19uilmshis', '3jztnle34y', '5x6qoja8wu', 'simerk', 'zptjm9ozzj', 'cvhp1rd1ai', 'gokti0tujm', 'd_parham', 'hashtaged']","['... i think the real problem is that the blm hashtag is now being used ineffectively because the correct one… https://t.co/3jztnle34y', '@simerk nah fuck tiktok, banning the blm hashtag and deleting black users.', '@mckenziepaiige @karrigantaylor thank you! i’ve been telling people to not use the blm hashtag as well and reposted… https://t.co/cvhp1rd1ai']"
530,14,530_accpet_orientation_yall_homophobic,"['accpet', 'orientation', 'yall', 'homophobic', 'lgbtq', 'gay', '5xfzngnmhm', 'killthqween', 'zx2xanordg', 'hfdjlwxgl0']","['black lgbtq lives matter, absolutely all black lives matter no matter the orientation .fuck you if you say otherwis… https://t.co/hfdjlwxgl0', 'im all for black lives matter but why tf cant yall accpet yall own lgbt people??? so black lives matter only if the… https://t.co/prazq2b1nw', 'im all for black lives matter but why tf cant yall accpet yall own lgbt people??? so black lives matter only if the… https://t.co/zx2xanordg']"
531,14,531_cam_body_shows_video,"['cam', 'body', 'shows', 'video', 'released', 'footage', 'transcript', 'ul4ymk3mbq', 'lsrph9mjib', 'christopherdorner']","['full video body cam of the police officers involved with george floyd death released, today.', 'the body cam footage released literally shows how agressive the cops are, people are so focused on george floyd not… https://t.co/ul4ymk3mbq', 'newly released police body cam footage shows george floyd whining, crying &amp; totally non-compliant from the moment t… https://t.co/gnh4d8redp']"
532,14,532_voteouttrump_voteforbiden_westminster_harris,"['voteouttrump', 'voteforbiden', 'westminster', 'harris', 'california', '0eqqdwqakz', 'lefsvcs5ro', 'affirmative', '7jujt6ktvv', '3x6iq5mv7g']","['blacklivesmatter voteouttrump voteforbiden-harris @ westminster, california https://t.co/qnregxftil', 'blacklivesmatter voteouttrump voteforbiden-harris @ westminster, california https://t.co/pxic5aqsxn', 'blacklivesmatter voteouttrump voteforbiden-harris @ westminster, california https://t.co/lefsvcs5ro']"
533,14,533_osaka_naomi_arena_walks,"['osaka', 'naomi', 'arena', 'walks', 'mask', 'open', 'wearing', 'naomiosaka', 'into', 'representing']","['naomi osaka walks into us open arena wearing a breonna taylor mask  https://t.co/rxrfdohtqm', '""naomi osaka walks into us open arena wearing a breonna taylor mask""  https://t.co/h5prtywaeb', '""naomi osaka walks into us open arena wearing a breonna taylor mask""  https://t.co/1boctixkmc']"
534,14,534_alive_flenderson_combing_should,"['alive', 'flenderson', 'combing', 'should', 'toby', 'salad', 'osama', 'jeffrey', 'abusing', 'laden']","['georgefloyd should still be alive.', 'george floyd should still be alive.', 'george floyd should be alive today.']"
535,14,535_tienanmensquaremassacre_spectrums_eyyyy_piff,"['tienanmensquaremassacre', 'spectrums', 'eyyyy', 'piff', 'wallofvets', 'wallofmoms', 'typo', 'bhm', 'wearamask', 'breonnataylorwasmurdered']","['this! blacklivesmatter dtla tienanmensquaremassacre laprotest', 'blacklivesmatter wearamask 👈 there be no spectrums here', 'blacklivesmatter that was a weird typo eyyyy']"
536,14,536_ca_signed_guess_law,"['ca', 'signed', 'guess', 'law', 'give', 'anyone', 'slaves', 'reparations', 'had', 'sign']","['@danielchaitin7 ca signed law today to give reparations to slaves. ca had no slaves but i guess anyone can sign up.', '@tomilahren ca signed law today to give reparations to slaves. ca had no slaves but i guess anyone can sign up.', '@erictrump ca signed law today to give reparations to slaves. ca had no slaves but i guess anyone can sign up.']"
537,14,537_2020_challenger_gascón_ericlarokk,"['2020', 'challenger', 'gascón', 'ericlarokk', 'ele', 'celebrates', 'lacey', 'angeles', 'june', 'victory']","['los angeles, 2020. | photo by @ericlarokk | larokk blm blacklivesmatter https://t.co/bs7vjjw3rn', '11/4; blm los angeles celebrates victory over da jackie lacey, who lost to challenger george gascón in the 2020 ele… https://t.co/xcrfqwuvgd', '11/4; blm los angeles celebrates victory over da jackie lacey, who lost to challenger george gascón in the 2020 ele… https://t.co/f5nhc0gsxv']"
538,14,538_asleep_sleeping_tomilahren_174,"['asleep', 'sleeping', 'tomilahren', '174', 'fritschiecomic', 'amanda_kerri', 'xmxcqpvz5k', 'otcdvksyxy', 'unwoke', 'flynnisnotarep']","['breonna taylor was asleep', '@flynnisnotarep @mattzap my tribute to breonna taylor\n\nshe was asleep in the loving arms of her man\nwhen the bangin… https://t.co/otcdvksyxy', '@lmpd @louisvillemayor @govandybeshear  breonna taylor was an emt asleep in bed. one idiotic, unnecessary &amp; unconst… https://t.co/xmxcqpvz5k']"
539,14,539_tweet_flo_choice_blacks,"['tweet', 'flo', 'choice', 'blacks', 'non', 'hashtag', 'tuit', 'jakob', 'coleccionar', '6wbehmfbmp']","['vieron los comentarios de ese tuit bardeandome porque dije que coleccionar imanes era de negros ? que plato', 'someone told me last night, we as non-blacks have the choice to tweet the blacklivesmatter hashtag\n\nand george flo… https://t.co/ijyfgvjp2m', 'someone told me last night, we as non-blacks have the choice to tweet the blacklivesmatter hashtag\n\nand george flo… https://t.co/6wbehmfbmp']"
540,14,540_𝘞𝘢𝘵𝘵𝘴_𝐢𝐝𝐜_𝐕𝐄𝐑𝐘_𝐑𝐀𝐑𝐄,"['𝘞𝘢𝘵𝘵𝘴', '𝐢𝐝𝐜', '𝐕𝐄𝐑𝐘', '𝐑𝐀𝐑𝐄', '𝘙𝘪𝘰𝘵𝘴', '𝘓𝘈', 'riots', 'riots2020', '1992', 'pllhcanlsn']","['¿que opinan de los disturbios que están sucediendo en los estados unidos! riots georgefloyd https://t.co/xj8dzw7idu', 'big energy “𝐢𝐝𝐜” 😩😭😭😭\n\n𝐕𝐄𝐑𝐘 𝐑𝐀𝐑𝐄 ( 1992 𝘓𝘈 𝘞𝘢𝘵𝘵𝘴 𝘙𝘪𝘰𝘵𝘴 )\n\nnojusticenopeace justiceforgeorgefloyd georgefloyd la… https://t.co/emivi5jwz9', 'big energy “𝐢𝐝𝐜” 😩😭😭😭 \n𝐕𝐄𝐑𝐘 𝐑𝐀𝐑𝐄 ( 1992 𝘓𝘈 𝘞𝘢𝘵𝘵𝘴 𝘙𝘪𝘰𝘵𝘴 )\n\nnojusticenopeace justiceforgeorgefloyd georgefloyd la… https://t.co/mekft7t1ha']"
541,14,541_stopasianhate_hate_stopasianhatecrimes_stopaapihate,"['stopasianhate', 'hate', 'stopasianhatecrimes', 'stopaapihate', 'aapi', '9hrto7ceat', 'empirestatebldg', 'blackbownasianlove', 'bbrornmvpi', 'ray9rpua5q']","['stopasianhatecrimes stopaapihate stopasianhate \nreport a hate incident here 👇🏼\nhttps://t.co/ray9rpua5q', 'there is no room for hate in this world. i stand in solidarity with the aapi community. stopasianhate stopaapihate https://t.co/vz2mf3m6tj', 'stop hate. stopasianhate stopasianhatecrimes']"
